;query;query_ru
3473;SELECT first_name ,  last_name ,  department_id FROM employees WHERE salary IN (SELECT MIN(salary) FROM employees GROUP BY department_id);ВЫБРАТЬ first_name , last_name , department_id ИЗ справочник.сотрудники ГДЕ salary В (ВЫБРАТЬ MIN(salary) ИЗ справочник.сотрудники СГРУППИРОВАТЬ ПО department_id)
3474;SELECT first_name ,  last_name ,  department_id FROM employees WHERE salary IN (SELECT MIN(salary) FROM employees GROUP BY department_id);ВЫБРАТЬ first_name , last_name , department_id ИЗ справочник.сотрудники ГДЕ salary В (ВЫБРАТЬ MIN(salary) ИЗ справочник.сотрудники СГРУППИРОВАТЬ ПО department_id)
3475;SELECT employee_id FROM employees WHERE salary  >  (SELECT AVG(salary) FROM employees);ВЫБРАТЬ employee_id ИЗ справочник.сотрудники ГДЕ salary > (ВЫБРАТЬ AVG(salary) ИЗ справочник.сотрудники)
3476;SELECT employee_id FROM employees WHERE salary  >  (SELECT AVG(salary) FROM employees);ВЫБРАТЬ employee_id ИЗ справочник.сотрудники ГДЕ salary > (ВЫБРАТЬ AVG(salary) ИЗ справочник.сотрудники)
3477;SELECT employee_id ,  salary FROM employees WHERE manager_id  =  (SELECT employee_id FROM employees WHERE first_name  =  'Payam' );"ВЫБРАТЬ ссылка , оклад ИЗ справочник.сотрудники ГДЕ руководитель = (ВЫБРАТЬ ссылка ИЗ справочник.сотрудники ГДЕ имя = ""Payam"" )"
3478;SELECT employee_id ,  salary FROM employees WHERE manager_id  =  (SELECT employee_id FROM employees WHERE first_name  =  'Payam' );"ВЫБРАТЬ ссылка , оклад ИЗ справочник.сотрудники ГДЕ руководитель = (ВЫБРАТЬ ссылка ИЗ справочник.сотрудники ГДЕ имя = ""Payam"" )"
3479;SELECT DISTINCT T2.department_name FROM employees AS T1 JOIN departments AS T2 ON T1.department_id  =  T2.department_id;ВЫБРАТЬ РАЗЛИЧНЫЕ T2.наименование ИЗ справочник.сотрудники КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ справочник.подразделения КАК T2 ПО T1.подразделение = T2.ссылка
3480;SELECT DISTINCT T2.department_name FROM employees AS T1 JOIN departments AS T2 ON T1.department_id  =  T2.department_id;ВЫБРАТЬ РАЗЛИЧНЫЕ T2.наименование ИЗ справочник.сотрудники КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ справочник.подразделения КАК T2 ПО T1.подразделение = T2.ссылка
3481;SELECT DISTINCT * FROM employees AS T1 JOIN departments AS T2 ON T1.department_id  =  T2.department_id WHERE T1.employee_id  =  T2.manager_id;ВЫБРАТЬ РАЗЛИЧНЫЕ * ИЗ справочник.сотрудники КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ справочник.подразделения КАК T2 ПО T1.подразделение = T2.ссылка ГДЕ T1.ссылка = T2.руководитель
3482;SELECT DISTINCT * FROM employees AS T1 JOIN departments AS T2 ON T1.department_id  =  T2.department_id WHERE T1.employee_id  =  T2.manager_id;ВЫБРАТЬ РАЗЛИЧНЫЕ * ИЗ справочник.сотрудники КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ справочник.подразделения КАК T2 ПО T1.подразделение = T2.ссылка ГДЕ T1.ссылка = T2.руководитель
3483;SELECT * FROM  departments WHERE department_name  =  'Marketing';"ВЫБРАТЬ * ИЗ справочник.подразделения ГДЕ наименование = ""Marketing"""
3484;SELECT * FROM  departments WHERE department_name  =  'Marketing';"ВЫБРАТЬ * ИЗ справочник.подразделения ГДЕ наименование = ""Marketing"""
3485;SELECT employee_id FROM job_history GROUP BY employee_id HAVING COUNT(*)  >= 2;ВЫБРАТЬ сотрудник ИЗ регистрсведений.историяработы СГРУППИРОВАТЬ ПО сотрудник ИМЕЮЩИЕ КОЛИЧЕСТВО(*) >= 2
3486;SELECT employee_id FROM job_history GROUP BY employee_id HAVING COUNT(*)  >= 2;ВЫБРАТЬ сотрудник ИЗ регистрсведений.историяработы СГРУППИРОВАТЬ ПО сотрудник ИМЕЮЩИЕ КОЛИЧЕСТВО(*) >= 2
3487;SELECT DISTINCT department_id FROM employees GROUP BY department_id ,  manager_id HAVING COUNT(employee_id)  >= 4;ВЫБРАТЬ РАЗЛИЧНЫЕ подразделение ИЗ справочник.сотрудники СГРУППИРОВАТЬ ПО подразделение , руководитель ИМЕЮЩИЕ КОЛИЧЕСТВО(ссылка) >= 4
3488;SELECT DISTINCT department_id FROM employees GROUP BY department_id ,  manager_id HAVING COUNT(employee_id)  >= 4;ВЫБРАТЬ РАЗЛИЧНЫЕ подразделение ИЗ справочник.сотрудники СГРУППИРОВАТЬ ПО подразделение , руководитель ИМЕЮЩИЕ КОЛИЧЕСТВО(ссылка) >= 4
3489;SELECT job_id FROM employees GROUP BY job_id HAVING AVG(salary) > 8000;ВЫБРАТЬ должность ИЗ справочник.сотрудники СГРУППИРОВАТЬ ПО должность ИМЕЮЩИЕ AVG(оклад) > 8000
3490;SELECT job_id FROM employees GROUP BY job_id HAVING AVG(salary) > 8000;ВЫБРАТЬ должность ИЗ справочник.сотрудники СГРУППИРОВАТЬ ПО должность ИМЕЮЩИЕ AVG(оклад) > 8000
3491;SELECT T1.employee_id ,  T2.job_title FROM employees AS T1 JOIN jobs AS T2 ON T1.job_id  =  T2.job_id WHERE T1.department_id = 80;ВЫБРАТЬ T1.ссылка , T2.наименование ИЗ справочник.сотрудники КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ справочник.должности КАК T2 ПО T1.должность = T2.код ГДЕ T1.подразделение = 80
3492;SELECT T1.employee_id ,  T2.job_title FROM employees AS T1 JOIN jobs AS T2 ON T1.job_id  =  T2.job_id WHERE T1.department_id = 80;ВЫБРАТЬ T1.ссылка , T2.наименование ИЗ справочник.сотрудники КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ справочник.должности КАК T2 ПО T1.должность = T2.код ГДЕ T1.подразделение = 80
3493;SELECT T1.first_name ,  T1.job_id FROM employees AS T1 JOIN departments AS T2 ON T1.department_id  =  T2.department_id WHERE T2.department_name  =  'Finance';"ВЫБРАТЬ T1.имя , T1.должность ИЗ справочник.сотрудники КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ справочник.подразделения КАК T2 ПО T1.подразделение = T2.ссылка ГДЕ T2.наименование = ""Finance"""
3494;SELECT T1.first_name ,  T1.job_id FROM employees AS T1 JOIN departments AS T2 ON T1.department_id  =  T2.department_id WHERE T2.department_name  =  'Finance';"ВЫБРАТЬ T1.имя , T1.должность ИЗ справочник.сотрудники КАК T1 ВНУТРЕННЕЕ СОЕДИНЕНИЕ справочник.подразделения КАК T2 ПО T1.подразделение = T2.ссылка ГДЕ T2.наименование = ""Finance"""
3495;SELECT * FROM employees WHERE salary BETWEEN (SELECT MIN(salary) FROM employees) AND 2500;ВЫБРАТЬ * ИЗ справочник.сотрудники ГДЕ salary МЕЖДУ (ВЫБРАТЬ MIN(salary) ИЗ справочник.сотрудники) И 2500
3496;SELECT * FROM employees WHERE salary BETWEEN (SELECT MIN(salary) FROM employees) AND 2500;ВЫБРАТЬ * ИЗ справочник.сотрудники ГДЕ salary МЕЖДУ (ВЫБРАТЬ MIN(salary) ИЗ справочник.сотрудники) И 2500
3497;SELECT * FROM employees WHERE department_id NOT IN (SELECT department_id FROM departments WHERE manager_id BETWEEN 100 AND 200);ВЫБРАТЬ * ИЗ справочник.сотрудники ГДЕ ссылка НЕ В (ВЫБРАТЬ ссылка ИЗ справочник.подразделения ГДЕ руководитель МЕЖДУ 100 И 200)
3498;SELECT * FROM employees WHERE department_id NOT IN (SELECT department_id FROM departments WHERE manager_id BETWEEN 100 AND 200);ВЫБРАТЬ * ИЗ справочник.сотрудники ГДЕ ссылка НЕ В (ВЫБРАТЬ ссылка ИЗ справочник.подразделения ГДЕ руководитель МЕЖДУ 100 И 200)
3499;"SELECT first_name ,  last_name ,  hire_date FROM employees WHERE department_id  =  (SELECT department_id FROM employees WHERE first_name  =  ""Clara"")";"ВЫБРАТЬ имя , фамилия , датанайма ИЗ справочник.сотрудники ГДЕ подразделение = (ВЫБРАТЬ подразделение ИЗ справочник.сотрудники ГДЕ имя = ""Clara"")"
3500;"SELECT first_name ,  last_name ,  hire_date FROM employees WHERE department_id  =  (SELECT department_id FROM employees WHERE first_name  =  ""Clara"")";"ВЫБРАТЬ имя , фамилия , датанайма ИЗ справочник.сотрудники ГДЕ подразделение = (ВЫБРАТЬ подразделение ИЗ справочник.сотрудники ГДЕ имя = ""Clara"")"
3501;"SELECT first_name ,  last_name ,  hire_date FROM employees WHERE department_id  =  ( SELECT department_id FROM employees WHERE first_name  =  ""Clara"") AND first_name != ""Clara""";"ВЫБРАТЬ имя , фамилия , датанайма ИЗ справочник.сотрудники ГДЕ подразделение = ( ВЫБРАТЬ подразделение ИЗ справочник.сотрудники ГДЕ имя = ""Clara"") И имя <> ""Clara"""
3502;"SELECT first_name ,  last_name ,  hire_date FROM employees WHERE department_id  =  ( SELECT department_id FROM employees WHERE first_name  =  ""Clara"") AND first_name != ""Clara""";"ВЫБРАТЬ имя , фамилия , датанайма ИЗ справочник.сотрудники ГДЕ подразделение = ( ВЫБРАТЬ подразделение ИЗ справочник.сотрудники ГДЕ имя = ""Clara"") И имя <> ""Clara"""
3503;SELECT employee_id ,  first_name ,  last_name FROM employees WHERE department_id IN ( SELECT department_id FROM employees WHERE first_name LIKE '%T%' );"ВЫБРАТЬ ссылка , имя , фамилия ИЗ справочник.сотрудники ГДЕ подразделение В ( ВЫБРАТЬ подразделение ИЗ справочник.сотрудники ГДЕ имя ПОДОБНО ""%T%"" )"
3504;SELECT employee_id ,  first_name ,  last_name FROM employees WHERE department_id IN ( SELECT department_id FROM employees WHERE first_name LIKE '%T%' );"ВЫБРАТЬ ссылка , имя , фамилия ИЗ справочник.сотрудники ГДЕ подразделение В ( ВЫБРАТЬ подразделение ИЗ справочник.сотрудники ГДЕ имя ПОДОБНО ""%T%"" )"
3505;SELECT employee_id ,  first_name ,  last_name ,  salary FROM employees WHERE salary  >  ( SELECT AVG (salary) FROM employees ) AND department_id IN ( SELECT department_id FROM employees WHERE first_name LIKE '%J%');"ВЫБРАТЬ employee_id , first_name , last_name , salary ИЗ справочник.сотрудники ГДЕ salary > ( ВЫБРАТЬ AVG (salary) ИЗ справочник.сотрудники ) И department_id В ( ВЫБРАТЬ department_id ИЗ справочник.сотрудники ГДЕ first_name ПОДОБНО ""%J%"")"
3506;SELECT employee_id ,  first_name ,  last_name ,  salary FROM employees WHERE salary  >  ( SELECT AVG (salary) FROM employees ) AND department_id IN ( SELECT department_id FROM employees WHERE first_name LIKE '%J%');"ВЫБРАТЬ employee_id , first_name , last_name , salary ИЗ справочник.сотрудники ГДЕ salary > ( ВЫБРАТЬ AVG (salary) ИЗ справочник.сотрудники ) И department_id В ( ВЫБРАТЬ department_id ИЗ справочник.сотрудники ГДЕ first_name ПОДОБНО ""%J%"")"
3507;SELECT employee_id ,  job_id FROM employees WHERE salary  <  ( SELECT min(salary) FROM employees WHERE job_id  =  'MK_MAN' );"ВЫБРАТЬ ссылка , должность ИЗ справочник.сотрудники ГДЕ оклад < ( ВЫБРАТЬ МИНИМУМ(оклад) ИЗ справочник.сотрудники ГДЕ должность = ""MK_MAN"" )"
3508;SELECT employee_id ,  job_id FROM employees WHERE salary  <  ( SELECT min(salary) FROM employees WHERE job_id  =  'MK_MAN' );"ВЫБРАТЬ ссылка , должность ИЗ справочник.сотрудники ГДЕ оклад < ( ВЫБРАТЬ МИНИМУМ(оклад) ИЗ справочник.сотрудники ГДЕ должность = ""MK_MAN"" )"
